timestamp,last_price,predicted_pct,actual_pct,mse,cumulative_pnl
17:28:28,58855.99,-0.0004,0.0223,0.000516,0.0000
17:29:30,58869.11,-0.0004,-0.0324,0.001029,0.0000
17:30:32,58850.01,0.0001,0.0232,0.000535,0.0000
17:31:35,58863.65,-0.0001,0.0265,0.000705,0.0000
17:32:37,58879.22,0.0003,-0.0377,0.001449,0.0000
17:33:40,58857.01,0.0003,-0.0051,0.000029,0.0000
17:34:42,58854.0,-0.0000,-0.0747,0.005582,0.0000
17:35:45,58810.02,-0.0003,0.0510,0.002630,0.0000
17:36:48,58839.99,0.0001,0.0000,0.000000,0.0000
17:37:51,58840.01,0.0001,0.0170,0.000286,0.0000
17:38:53,58850.0,-0.0004,-0.0523,0.002695,0.0000
17:39:56,58819.2,-0.0001,0.0308,0.000957,0.0000
17:40:59,58837.31,-0.0003,0.0567,0.003244,0.0000
17:42:02,58870.65,0.0002,-0.0842,0.007127,0.0000
17:43:04,58821.06,0.0000,0.0152,0.000230,0.0000
17:44:07,58830.0,-0.0002,0.0085,0.000076,0.0000
17:45:10,58835.01,0.0001,0.0162,0.000260,0.0000
17:46:12,58844.53,-0.0000,-0.0281,0.000788,0.0000
17:47:15,58828.0,-0.0000,-0.1193,0.014230,0.0000
17:48:17,58757.81,-0.0001,-0.0984,0.009670,0.0000
17:49:20,58699.99,-0.0003,-0.0221,0.000474,0.0000
17:50:23,58687.01,-0.0000,-0.0083,0.000069,0.0000
17:51:25,58682.13,-0.0005,-0.1210,0.014512,0.0000
17:52:28,58611.12,-0.0004,0.0356,0.001296,0.0000
17:53:31,58632.0,-0.0002,0.0407,0.001673,0.0000
